fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
6.6,0.32,0.27,10.9,0.041,37,146,0.9963,3.24,0.47,10.0,5
6.8,0.19,0.71,17.5,0.042,21,114,0.99784,2.85,0.5,9.5,6
7.0,0.24,0.34,1.4,0.031,27,107,0.99,3.06,0.39,11.9,6
7.0,0.3,0.51,13.6,0.05,40,168,0.9976,3.07,0.52,9.6,7
6.5,0.27,0.19,6.6,0.045,98,175,0.99364,3.16,0.34,10.1,6
6.5,0.22,0.32,2.2,0.028,36,92,0.99076,3.27,0.59,11.9,7
6.6,0.19,0.99,1.2,0.122,45,129,0.9936,3.09,0.31,8.7,6
8.0,0.22,0.42,14.6,0.044,45,163,1.0003,3.21,0.69,8.6,7
6.3,0.17,0.32,4.2,0.04,37,117,0.99182,3.24,0.43,11.3,6
7.2,0.16,0.26,7.1,0.054,41,224,0.9966,3.38,0.55,10.1,5
7.1,0.39,0.79,1.4,0.194,23,90,0.99212,3.17,0.46,10.5,6
7.5,0.21,0.32,4.8,0.056,39,113,0.99393,3.11,0.52,10.2,7
6.2,0.16,0.34,1.7,0.038,85,153,0.9909,3.33,0.86,12.0,7
5.0,0.35,0.25,7.8,0.031,24,116,0.99241,3.39,0.4,11.3,6
7.6,0.33,0.41,13.7,0.045,44,197,0.9989,3.18,0.64,9.1,5
7.2,0.23,0.38,6.1,0.067,20,90,0.99496,3.17,0.79,9.7,5
7.7,0.17,0.52,5.9,0.017,21,84,0.9929,3.14,0.4,11.9,7
6.6,0.905,0.19,0.8,0.048,17,204,0.9934,3.34,0.56,10.0,5
6.2,0.31,0.23,3.3,0.052,34,113,0.99429,3.16,0.48,8.4,5
6.4,0.45,0.07,1.1,0.03,10,131,0.9905,2.97,0.28,10.8,5
6.5,0.28,0.29,2.7,0.038,26,107,0.9912,3.32,0.41,11.6,7
8.2,0.3,0.44,12.4,0.043,52,154,0.99452,3.04,0.33,12.0,6
6.6,0.21,0.36,0.8,0.034,48,113,0.99165,3.24,0.68,10.5,6
7.1,0.22,0.74,2.7,0.044,42,144,0.991,3.31,0.41,12.2,6
6.2,0.25,0.42,8,0.049,53,206,0.99586,3.16,0.47,9.1,6
6.5,0.35,0.31,10.2,0.069,58,170,0.99692,3.18,0.49,9.4,5
6.2,0.36,0.45,10.4,0.06,22,184,0.99711,3.31,0.56,9.8,6
9.9,0.49,0.23,2.4,0.087,19,115,0.9948,2.77,0.44,9.4,6
5.8,0.27,0.2,7.3,0.04,42,145,0.99442,3.15,0.48,9.8,5
6.3,0.15,0.34,11.4,0.05,25,96,0.99754,3.21,0.49,10.0,6
6.8,0.25,0.31,13.3,0.05,69,202,0.9972,3.22,0.48,9.7,6
7.1,0.35,0.27,3.1,0.034,28,134,0.9897,3.26,0.38,13.1,7
6.2,0.15,0.27,1.4,0.041,51,117,0.9909,3.28,0.38,11.2,6
7.1,0.36,0.4,1.95,0.033,26,118,0.98934,3.2,0.45,13.5,7
6.0,0.38,0.26,3.5,0.035,38,111,0.98872,3.18,0.47,13.6,7
6.4,0.38,0.26,8.2,0.043,28,98,0.99234,2.99,0.31,11.4,6
6.1,0.27,0.31,1.5,0.035,17,83,0.99076,3.32,0.44,11.1,7
6.9,0.16,0.37,1.8,0.034,36,95,0.98952,2.93,0.59,12.0,6
6.2,0.28,0.51,7.9,0.056,49,206,0.9956,3.18,0.52,9.4,5
5.8,0.24,0.28,1.4,0.038,40,76,0.98711,3.1,0.29,13.9,7
9.7,0.24,0.49,4.9,0.032,3,18,0.99368,2.85,0.54,10.0,6
8.0,0.26,0.36,2,0.054,30,121,0.992,3.09,0.72,11.6,7
8.5,0.32,0.36,14.9,0.041,47,190,0.9982,3.08,0.31,10.0,6
7.0,0.16,0.25,14.3,0.044,27,149,0.998,2.91,0.46,9.2,6
6.9,0.18,0.38,6.5,0.039,20,110,0.9943,3.1,0.42,10.5,5
7.4,0.25,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9.0,6
6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3.0,0.52,9.0,7
7.2,0.29,0.2,7.7,0.046,51,174,0.99582,3.16,0.52,9.5,5
8.4,0.16,0.33,1.5,0.033,16,98,0.994,3.14,0.42,9.7,6
6.8,0.67,0.3,13,0.29,22,193,0.9984,3.08,0.67,9.0,4
7.5,0.38,0.33,5,0.045,30,131,0.9942,3.32,0.44,10.9,6
6.9,0.25,0.24,3.6,0.057,13,85,0.9942,2.99,0.48,9.5,4
7.3,0.31,0.69,10.2,0.041,58,160,0.9977,3.06,0.45,8.6,5
6.3,0.18,0.36,1.2,0.034,26,111,0.99074,3.16,0.51,11.0,6
7.0,0.16,0.36,2.6,0.029,28,98,0.99126,3.11,0.37,11.2,7
5.9,0.18,0.29,4.6,0.032,68,137,0.99159,3.21,0.38,11.3,6
7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1,7
7.6,0.48,0.37,1.2,0.034,5,57,0.99256,3.05,0.54,10.4,3
5.8,0.36,0.26,3.3,0.038,40,153,0.9911,3.34,0.55,11.3,6
7.0,0.2,0.38,8.1,0.05,42,173,0.99585,3.3,0.54,9.8,6
8.1,0.2,0.4,2,0.037,19,87,0.9921,3.12,0.54,11.2,6
7.4,0.25,0.28,7.25,0.028,14,78,0.99238,2.94,0.37,11.5,7
5.1,0.23,0.18,1,0.053,13,99,0.98956,3.22,0.39,11.5,5
8.0,0.45,0.36,8.8,0.026,50,151,0.9927,3.07,0.25,12.7,8
6.7,0.23,0.33,1.8,0.036,23,96,0.9925,3.32,0.4,10.8,6
7.4,0.25,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9.0,6
6.8,0.28,0.36,8,0.045,28,123,0.9928,3.02,0.37,11.4,6
7.6,0.345,0.26,1.9,0.043,15,134,0.9936,3.08,0.38,9.5,5
6.8,0.37,0.51,11.8,0.044,62,163,0.9976,3.19,0.44,8.8,5
7.1,0.27,0.27,10.4,0.041,26,114,0.99335,3.04,0.52,11.5,7
5.8,0.2,0.3,1.5,0.031,21,57,0.99115,3.44,0.55,11.0,6
6.9,0.22,0.32,5.8,0.041,20,119,0.99296,3.17,0.55,11.2,6
6.2,0.33,0.14,4.8,0.052,27,128,0.99475,3.21,0.48,9.4,5
7.0,0.31,0.31,9.1,0.036,45,140,0.99216,2.98,0.31,12.0,7
7.9,0.17,0.32,1.6,0.053,47,150,0.9948,3.29,0.76,9.6,6
6.5,0.18,0.31,1.7,0.044,30,127,0.9928,3.49,0.5,10.2,7
6.4,0.29,0.57,1,0.06,15,120,0.9924,3.06,0.41,9.5,5
5.3,0.585,0.07,7.1,0.044,34,145,0.9945,3.34,0.57,9.7,6
6.8,0.32,0.21,2.2,0.044,15,68,0.9932,3.17,0.39,9.4,6
4.6,0.445,0.0,1.4,0.053,11,178,0.99426,3.79,0.55,10.2,5
7.4,0.32,0.22,11.7,0.035,44,150,0.99578,3.1,0.45,10.4,5
7.3,0.26,0.53,12.7,0.047,60.5,164.5,0.9984,3.06,0.45,9.1,6
7.6,0.3,0.37,1.6,0.087,27,177,0.99438,3.09,0.5,9.8,5
6.0,0.45,0.42,1.1,0.051,61,197,0.9932,3.02,0.4,9.0,5
7.8,0.4,0.49,7.8,0.06,34,162,0.9966,3.26,0.58,11.3,6
7.4,0.25,0.49,1.1,0.042,35,156,0.9917,3.13,0.55,11.3,5
7.4,0.2,0.37,1.2,0.028,28,89,0.99132,3.14,0.61,11.8,6
7.5,0.35,0.48,12.4,0.056,61,176.5,0.99803,2.97,0.52,8.8,5
6.8,0.27,0.3,13,0.047,69,160,0.99705,3.16,0.5,9.6,6
6.4,0.31,0.5,5.8,0.038,42,111,0.99189,3.18,0.53,11.9,7
7.6,0.52,0.49,14,0.034,37,156,0.9958,3.14,0.38,11.8,7
6.9,0.32,0.13,7.8,0.042,11,117,0.996,3.23,0.37,9.2,5
6.8,0.28,0.4,22,0.048,48,167,1.001,2.93,0.5,8.7,5
5.6,0.21,0.4,1.3,0.041,81,147,0.9901,3.22,0.95,11.6,8
5.8,0.29,0.38,10.7,0.038,49,136,0.99366,3.11,0.59,11.2,6
6.7,0.48,0.49,2.9,0.03,28,122,0.98926,3.13,0.4,13.0,6
5.8,0.32,0.2,2.6,0.027,17,123,0.98936,3.36,0.78,13.9,7
6.8,0.22,0.24,4.9,0.092,30,123,0.9951,3.03,0.46,8.6,6
8.4,0.31,0.31,0.95,0.021,52,148,0.99038,2.93,0.32,11.5,5
5.9,0.12,0.28,1.4,0.037,36,83,0.99074,3.33,0.42,10.9,7
7.1,0.64,0.49,1.8,0.05,17,128,0.9946,3.31,0.58,10.6,4
7.2,0.37,0.15,2,0.029,27,87,0.9903,3.3,0.59,12.6,7
7.6,0.28,0.49,20.15,0.06,30,145,1.00196,3.01,0.44,8.5,5
7.8,0.34,0.27,1.2,0.04,25,106,0.9932,3.01,0.55,10.4,5
6.5,0.52,0.17,1.4,0.047,5,26,0.9932,3.26,0.32,10.0,4
5.7,0.21,0.37,4.5,0.04,58,140,0.99332,3.29,0.62,10.6,6
7.2,0.26,0.26,12.7,0.036,49,214,0.9986,3.41,0.5,10.0,6
6.6,0.32,0.24,1.3,0.06,42.5,204,0.99512,3.59,0.51,9.2,5
7.6,0.3,0.38,2.1,0.043,10,98,0.99296,3.17,0.65,11.0,5
6.2,0.38,0.18,7.4,0.095,28,195,0.99773,3.53,0.71,9.2,4
9.1,0.28,0.49,2,0.059,10,112,0.9958,3.15,0.46,10.1,5
7.3,0.19,0.25,1.4,0.051,41,107,0.99382,3.53,0.66,10.5,7
6.5,0.48,0.02,0.9,0.043,32,99,0.99226,3.14,0.47,9.8,4
5.9,0.27,0.29,11.4,0.036,31,115,0.9949,3.35,0.48,10.5,8
7.0,0.16,0.25,14.3,0.044,27,149,0.998,2.91,0.46,9.2,6
8.1,0.24,0.32,10.5,0.03,34,105,0.99407,3.11,0.42,11.8,6
7.3,0.22,0.26,1.5,0.04,32,172,0.99194,3.27,0.48,11.2,6
6.3,0.25,0.44,1.7,0.024,36,116,0.98935,3.18,0.4,12.5,6
5.9,0.21,0.24,12.1,0.044,53,165,0.9969,3.25,0.39,9.5,5
6.4,0.15,0.31,1.1,0.044,25,96,0.9932,3.54,0.51,10.3,6
7.9,0.31,0.22,13.3,0.048,46,212,0.99942,3.47,0.59,10.0,5
5.8,0.24,0.39,1.5,0.054,37,158,0.9932,3.21,0.52,9.3,6
7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1,7
7.1,0.34,0.86,1.4,0.174,36,99,0.99288,2.92,0.5,9.3,5
6.8,0.26,0.26,2,0.019,23.5,72,0.99041,3.16,0.47,11.8,6
6.5,0.25,0.45,7.8,0.048,52,188,0.99576,3.2,0.53,9.1,5
6.1,0.24,0.32,9,0.031,41,134,0.99234,3.25,0.26,12.3,7
7.3,0.2,0.29,19.5,0.039,69,237,1.00037,3.1,0.48,9.2,6
7.0,0.16,0.26,7.3,0.047,30,220,0.99622,3.38,0.58,10.1,6
7.1,0.43,0.61,11.8,0.045,54,155,0.9974,3.11,0.45,8.7,5
6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9.0,6
6.1,0.45,0.27,0.8,0.039,13,82,0.9927,3.23,0.32,9.5,5
7.2,0.2,0.31,10,0.054,49,165,0.997,3.4,0.42,9.9,6
6.5,0.24,0.32,7.6,0.038,48,203,0.9958,3.45,0.54,9.7,7
6.8,0.36,0.32,1.6,0.039,10,124,0.9948,3.3,0.67,9.6,5
6.5,0.28,0.33,15.7,0.053,51,190,0.9978,3.22,0.51,9.7,6
6.9,0.615,0.42,12,0.067,24,131,0.99727,3.19,0.34,9.3,5
6.4,0.29,0.44,3.6,0.197,75,183,0.9942,3.01,0.38,9.1,5
8.0,0.14,0.33,1.2,0.045,71,162,0.9914,3.07,0.47,11.0,6
8.6,0.36,0.26,11.1,0.03,43.5,171,0.9948,3.03,0.49,12.0,5
6.3,0.23,0.33,1.5,0.036,15,105,0.991,3.32,0.42,11.2,6
7.7,0.34,0.28,11,0.04,31,117,0.99815,3.27,0.29,9.2,6
6.3,0.305,0.22,16,0.061,26,141,0.99824,3.08,0.5,9.1,5
6.4,0.5,0.2,2.4,0.059,19,112,0.99314,3.18,0.4,9.2,6
7.9,0.44,0.37,5.85,0.033,27,93,0.992,3.16,0.54,12.6,7
7.2,0.21,0.36,15.7,0.045,68,183,0.99922,3.25,0.76,9.4,5
6.8,0.26,0.22,4.8,0.041,110,198,0.99437,3.29,0.67,10.6,5
5.5,0.21,0.25,1.2,0.04,18,75,0.99006,3.31,0.56,11.3,6
6.3,0.26,0.25,7.8,0.058,44,166,0.9961,3.24,0.41,9.0,5
8.0,0.25,0.26,14,0.043,41,248,0.9986,3.03,0.57,8.7,6
8.1,0.33,0.22,5.2,0.047,24,151,0.99527,3.22,0.47,10.3,5
7.2,0.23,0.32,8.5,0.058,47,186,0.9956,3.19,0.4,9.9,6
7.0,0.28,0.36,1,0.035,8,70,0.9899,3.09,0.46,12.1,6
4.9,0.47,0.17,1.9,0.035,60,148,0.98964,3.27,0.35,11.5,6
6.2,0.21,0.29,1.6,0.039,24,92,0.99114,3.27,0.5,11.2,6
7.2,0.28,0.26,12.5,0.046,48,179,0.9975,3.1,0.52,9.0,6
5.7,0.18,0.22,4.2,0.042,25,111,0.994,3.35,0.39,9.4,5
6.3,0.31,0.3,10,0.046,49,212,0.9962,3.74,0.55,11.9,6
8.5,0.18,0.3,1.1,0.028,34,95,0.99272,2.83,0.36,10.0,4
6.3,0.41,0.18,3.5,0.027,23,109,0.99018,3.34,0.54,12.8,8
6.7,0.36,0.26,7.9,0.034,39,123,0.99119,2.99,0.3,12.2,7
6.5,0.19,0.32,1.4,0.04,31,132,0.9922,3.36,0.54,10.8,7
5.8,0.13,0.22,12.7,0.058,24,183,0.9956,3.32,0.42,11.7,6
6.3,0.13,0.42,1.1,0.043,63,146,0.99066,3.13,0.72,11.2,7
7.3,0.32,0.25,7.2,0.056,47,180,0.9961,3.08,0.47,8.8,5
6.6,0.26,0.46,7.8,0.047,48,186,0.9958,3.2,0.54,9.1,5
7.9,0.35,0.36,1.6,0.038,11,124,0.9928,3.25,0.48,11.0,5
7.4,0.32,0.27,12.9,0.04,60,221,0.99831,3.05,0.66,9.4,5
6.4,0.41,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,6
7.0,0.25,0.29,15.2,0.047,40,171,0.9982,3.22,0.45,9.3,5
6.8,0.21,0.27,18.15,0.042,41,146,1.0001,3.3,0.36,8.7,5
7.2,0.22,0.28,7.2,0.06,41,132,0.9935,3.08,0.59,11.3,6
5.5,0.24,0.45,1.7,0.046,22,113,0.99224,3.22,0.48,10.0,5
6.4,0.34,0.2,14.9,0.06,37,162,0.9983,3.13,0.45,9.0,4
6.1,0.19,0.25,4,0.023,23,112,0.9923,3.37,0.51,11.6,6
6.7,0.15,0.29,5,0.058,28,105,0.9946,3.52,0.44,10.2,7
6.7,0.54,0.28,5.4,0.06,21,105,0.9949,3.27,0.37,9.0,5
6.7,0.53,0.29,4.3,0.069,20,114,0.99014,3.22,0.59,13.4,6
7.3,0.25,0.39,6.4,0.034,8,84,0.9942,3.18,0.46,11.5,5
6.8,0.3,0.33,12.8,0.041,60,168,0.99659,3.1,0.56,9.8,5
7.5,0.24,0.62,10.6,0.045,51,153,0.99779,3.16,0.44,8.8,5
5.7,0.27,0.32,1.2,0.046,20,155,0.9934,3.8,0.41,10.2,6
6.6,0.25,0.51,8,0.047,61,189,0.99604,3.22,0.49,9.2,5
7.1,0.17,0.4,14.55,0.047,47,156,0.99945,3.34,0.78,9.1,6
7.8,0.32,0.31,1.7,0.036,46,195,0.993,3.03,0.48,10.5,5
8.2,0.21,0.48,1.4,0.041,11,99,0.9958,3.17,0.57,9.9,5
7.6,0.345,0.26,1.9,0.043,15,134,0.9936,3.08,0.38,9.5,5
6.7,0.19,0.39,1,0.032,14,71,0.98912,3.31,0.38,13.0,7
6.4,0.45,0.07,1.1,0.03,10,131,0.9905,2.97,0.28,10.8,5
7.7,0.3,0.26,18.95,0.053,36,174,0.99976,3.2,0.5,10.4,5
4.4,0.32,0.39,4.3,0.03,31,127,0.98904,3.46,0.36,12.8,8
6.9,0.15,0.29,2.3,0.033,14,82,0.99132,3.1,0.58,11.2,7
7.8,0.27,0.34,1.6,0.046,27,154,0.9927,3.05,0.45,10.5,6
5.6,0.3,0.1,6.4,0.043,34,142,0.99382,3.14,0.48,9.8,5
5.6,0.46,0.24,4.8,0.042,24,72,0.9908,3.29,0.37,12.6,6
7.0,0.2,0.3,6.1,0.037,31,120,0.9939,3.24,0.51,10.8,5
6.6,0.24,0.3,13,0.052,18,143,0.99825,3.37,0.49,9.4,6
7.2,0.32,0.3,8.25,0.02,14,104,0.99362,2.99,0.44,11.4,6
6.4,0.35,0.51,7.8,0.055,53,177,0.99502,3.12,0.45,9.6,5
6.3,0.2,0.26,12.7,0.046,60,143,0.99526,3.26,0.35,10.8,6
5.4,0.205,0.16,12.55,0.051,31,115,0.99564,3.4,0.38,10.8,6
5.3,0.32,0.23,9.65,0.026,26,119,0.99168,3.18,0.53,12.2,6
6.5,0.41,0.22,4.8,0.052,49,142,0.9946,3.14,0.62,9.2,5
7.3,0.25,0.28,1.5,0.043,19,113,0.99338,3.38,0.56,10.1,6
8.0,0.27,0.33,1.2,0.05,41,103,0.99002,3.0,0.45,12.4,6
6.4,0.25,0.28,4.9,0.03,29,98,0.99024,3.09,0.58,12.8,7
7.2,0.23,0.38,14.3,0.058,55,194,0.9979,3.09,0.44,9.0,6
6.4,0.25,0.32,5.5,0.049,41,176,0.995,3.19,0.68,9.2,6
6.1,0.32,0.28,6.6,0.021,29,132,0.99188,3.15,0.36,11.45,7
6.4,0.26,0.21,8.2,0.05,51,182,0.99542,3.23,0.48,9.5,5
4.9,0.345,0.34,1,0.068,32,143,0.99138,3.24,0.4,10.1,5
6.2,0.24,0.28,12.2,0.049,54,133,0.9952,3.19,0.37,10.7,6
6.3,0.24,0.35,2.3,0.039,43,109,0.99056,3.34,0.44,11.8,6
6.4,0.29,0.44,3.6,0.2,75,181,0.9942,3.02,0.41,9.1,5
6.9,0.33,0.31,4.2,0.04,21,93,0.9896,3.18,0.48,13.4,7
6.8,0.32,0.34,6,0.05,5,129,0.9953,3.19,0.4,9.1,5
6.6,0.26,0.56,15.4,0.053,32,141,0.9981,3.11,0.49,9.3,5
6.0,0.31,0.27,2.3,0.042,19,120,0.98952,3.32,0.41,12.7,7
8.0,0.2,0.3,8.1,0.037,42,130,0.99379,3.1,0.67,11.8,6
6.5,0.22,0.34,12,0.053,55,177,0.9983,3.52,0.44,9.9,6
7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,7
5.5,0.17,0.23,2.9,0.039,10,108,0.99243,3.28,0.5,10.0,5
8.6,0.23,0.46,1,0.054,9,72,0.9941,2.95,0.49,9.1,6
7.9,0.3,0.27,8.5,0.036,20,112,0.9939,2.96,0.46,11.7,6
6.6,0.28,0.23,10.4,0.049,45,190,0.99754,3.12,0.51,8.8,5
5.8,0.28,0.35,2.3,0.053,36,114,0.9924,3.28,0.5,10.2,4
6.5,0.39,0.81,1.2,0.217,14,74,0.9936,3.08,0.53,9.5,5
6.6,0.32,0.26,7.7,0.054,56,209,0.9961,3.17,0.45,8.8,5
6.5,0.32,0.3,2.3,0.051,20,127,0.98964,3.13,0.52,12.8,6
6.7,0.41,0.01,2.8,0.048,39,137,0.9942,3.24,0.35,9.5,5
7.3,0.34,0.39,5.2,0.04,45,163,0.9925,3.3,0.47,12.4,6
6.6,0.38,0.36,9.2,0.061,42,214,0.9976,3.31,0.56,9.4,5
7.4,0.27,0.49,1.1,0.037,33,156,0.992,3.15,0.54,11.1,6
6.8,0.21,0.4,6.3,0.032,40,121,0.99214,3.18,0.53,12.0,7
7.0,0.3,0.51,13.6,0.05,40,168,0.9976,3.07,0.52,9.6,7
5.1,0.42,0.01,1.5,0.017,25,102,0.9894,3.38,0.36,12.3,7
7.2,0.18,0.41,1.2,0.048,41,97,0.9919,3.14,0.45,10.4,5
7.4,0.16,0.49,1.2,0.055,18,150,0.9917,3.23,0.47,11.2,6
6.4,0.31,0.28,1.5,0.037,12,119,0.9919,3.32,0.51,10.4,7
7.2,0.17,0.34,6.4,0.042,16,111,0.99278,2.99,0.4,10.8,6
7.1,0.39,0.3,9.9,0.037,29,124,0.99414,3.07,0.42,10.9,6
6.5,0.41,0.22,4.8,0.052,49,142,0.9946,3.14,0.62,9.2,5
6.5,0.28,0.38,7.8,0.031,54,216,0.99154,3.03,0.42,13.1,6
7.4,0.18,0.3,10.4,0.045,44,174,0.9966,3.11,0.57,9.7,6
7.2,0.23,0.39,14.2,0.058,49,192,0.9979,2.98,0.48,9.0,7
6.6,0.16,0.25,9.8,0.049,59.5,137,0.995,3.16,0.38,10.0,6
6.6,0.29,0.73,2.2,0.027,21,92,0.99,3.12,0.48,12.4,6
7.4,0.38,0.34,8.3,0.052,44,168,0.99627,3.11,0.52,9.2,5
7.4,0.3,0.22,1.4,0.046,16,135,0.9928,3.08,0.77,10.4,7
6.5,0.15,0.55,5.9,0.045,75,162,0.99482,2.97,0.4,9.3,5
5.9,0.29,0.25,12,0.057,48,224,0.9981,3.23,0.41,9.0,6
7.4,0.19,0.42,6.4,0.067,39,212,0.9958,3.3,0.33,9.6,6
5.6,0.25,0.26,3.6,0.037,18,115,0.9904,3.42,0.5,12.6,6
8.0,0.33,0.32,4.6,0.041,31,180,0.99184,2.92,0.74,12.2,6
7.0,0.21,0.34,8.5,0.033,31,253,0.9953,3.22,0.56,10.5,6
6.6,0.18,0.28,3.3,0.044,18,91,0.993,3.42,0.64,10.8,6
8.7,0.31,0.73,14.35,0.044,27,191,1.00013,2.96,0.88,8.7,5
7.1,0.25,0.32,10.3,0.041,66,272,0.9969,3.17,0.52,9.1,6
7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8,5
5.8,0.26,0.18,1.2,0.031,40,114,0.9908,3.42,0.4,11.0,7
6.1,0.34,0.27,2.6,0.024,20,105,0.9906,3.4,0.67,12.2,7
7.5,0.23,0.32,9.2,0.038,54,191,0.9966,3.04,0.56,9.7,6
6.2,0.27,0.47,1.2,0.146,28,105,0.99224,3.23,0.51,10.1,5
6.0,0.11,0.47,10.6,0.052,69,148,0.9958,2.91,0.34,9.3,4
7.5,0.38,0.29,12.7,0.05,25,209,0.9986,3.25,0.59,9.3,6
